* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, deep_aether:aerglow_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
2580, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
2581, forest, regions_unexplored:bamboo_forest, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
2582, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
2583, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
2584, forest, regions_unexplored:bamboo_forest, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2585, forest, regions_unexplored:bamboo_forest, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2586, forest, regions_unexplored:bamboo_forest, MONSTER, majruszsdifficulty:tank, 3, 1, 1
2587, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
2588, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
2589, forest, regions_unexplored:bamboo_forest, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
2590, forest, regions_unexplored:bamboo_forest, MONSTER, bypowderandsteel:shrubhulk, 15, 1, 2
2591, forest, regions_unexplored:bamboo_forest, MONSTER, bypowderandsteel:shrubsnapper, 30, 3, 4
2592, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
2593, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
2594, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2595, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2596, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:slaveman, 0, 1, 1
2597, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:slugger, 20, 1, 1
2598, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
2599, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2600, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
2601, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:sprinter, 25, 1, 1
2602, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:sucker, 0, 2, 3
2603, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
2604, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2605, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:tarantula, 30, 1, 1
2606, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
2607, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
2608, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thebidy, 0, 3, 4
2609, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thegliter, 0, 2, 4
2610, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:theheavy, 0, 1, 1
2611, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
2612, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
2613, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thehunter, 5, 2, 4
2614, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:theordure, 0, 1, 1
2615, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
2616, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:therod, 0, 1, 2
2617, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
2618, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
2619, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
2620, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thespectre, 5, 1, 2
2621, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thespitter, 0, 1, 1
2622, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
2623, forest, regions_unexplored:bamboo_forest, MONSTER, undead_revamp2:thewolf, 0, 1, 2
2624, forest, regions_unexplored:bamboo_forest, MONSTER, luminous_beasts:tree_ent, 5, 1, 1
2625, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:troll, 8, 1, 1
2626, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
2627, forest, regions_unexplored:bamboo_forest, MONSTER, enemyexpansion:vampire, 13, 1, 1
2628, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
2629, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
2630, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2631, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
2632, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
2633, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
2634, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
2635, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 10, 4, 4
2636, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
2637, forest, regions_unexplored:bamboo_forest, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
2638, forest, regions_unexplored:bamboo_forest, CREATURE, tameablebeasts:tameable_racoon, 15, 1, 4
2639, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2640, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2641, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2642, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2643, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:skunk, 7, 1, 2
2644, forest, regions_unexplored:bamboo_forest, CREATURE, alexsmobs:blue_jay, 5, 1, 2
2645, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 40, 1, 2
2646, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:fancy_chicken, 10, 2, 4
2647, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:gold_crested_chicken, 10, 2, 4
2648, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:skewbald_chicken, 10, 2, 4
2649, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:cream_cow, 8, 2, 4
2650, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:dairy_cow, 8, 2, 4
2651, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:mottled_pig, 10, 2, 4
2652, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:muddy_pig, 10, 2, 4
2653, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:piebald_pig, 10, 2, 4
2654, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:pink_footed_pig, 10, 2, 4
2655, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:bold_striped_rabbit, 8, 2, 4
2656, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:muddy_foot_rabbit, 4, 2, 4
2657, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:flecked_sheep, 12, 2, 4
2658, forest, regions_unexplored:bamboo_forest, CREATURE, earthtojavamobs:rainbow_sheep, 12, 2, 4
2659, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:bunny, 0, 1, 1
2660, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:squirrel, 0, 1, 1
2661, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:duck, 0, 1, 1
2662, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:bird, 0, 1, 1
2663, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:blue_jay, 0, 1, 1
2664, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:cardinal, 0, 1, 1
2665, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:bunny, 0, 1, 2
2666, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:squirrel, 0, 1, 2
2667, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:duck, 0, 1, 2
2668, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:bird, 0, 1, 2
2669, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:blue_jay, 0, 1, 2
2670, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:cardinal, 0, 1, 2
2671, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:jewel_bunny, 0, 1, 1
2672, forest, regions_unexplored:bamboo_forest, CREATURE, terra_entity:jewel_squirrel, 0, 1, 1
2673, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 30, 1, 1
2674, forest, regions_unexplored:bamboo_forest, CREATURE, alshanex_familiars:druid_pet, 2, 1, 1
2675, forest, regions_unexplored:bamboo_forest, CREATURE, alshanex_familiars:hunter_pet, 5, 2, 2
2676, forest, regions_unexplored:bamboo_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2677, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 5, 1, 1
2678, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 5, 1, 1
2679, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 15, 1, 1
2680, forest, regions_unexplored:bamboo_forest, AMBIENT, minecraft:bat, 10, 8, 8
2681, forest, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:fly, 1, 2, 3
2682, forest, regions_unexplored:bamboo_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2683, forest, regions_unexplored:bamboo_forest, AXOLOTLS, terra_entity:guide, 0, 1, 1
2684, forest, regions_unexplored:bamboo_forest, AXOLOTLS, terra_entity:traveling_merchant, 0, 1, 1
2685, forest, regions_unexplored:bamboo_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2686, forest, regions_unexplored:bamboo_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
2687, forest, regions_unexplored:bamboo_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
2688, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
2689, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
2690, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
2691, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
2692, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
2693, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
2694, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
2695, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
2696, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
2697, forest, regions_unexplored:bamboo_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
2698, forest, regions_unexplored:bamboo_forest, rascals, friendsandfoes:rascal, 8, 1, 1
2699, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 65, 3, 4
2700, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 65, 4, 4
2701, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
2702, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 65, 4, 4
2703, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 70, 4, 4
2704, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
2705, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
2706, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 2, 1, 1
2707, jungle, minecraft:bamboo_jungle, MONSTER, savage_and_ravage:skeleton_villager, 5, 1, 1
2708, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2709, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
2710, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:murmur, 5, 1, 1
2711, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
2712, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
2713, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 65, 2, 2
2714, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
2715, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
2716, jungle, minecraft:bamboo_jungle, MONSTER, quark:stoneling, 60, 1, 1
2717, jungle, minecraft:bamboo_jungle, MONSTER, quark:toretoise, 65, 2, 4
2718, jungle, minecraft:bamboo_jungle, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
2719, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
2720, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:bomber, 7, 1, 2
2721, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
2722, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:cave_creeper, 65, 2, 2
2723, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
2724, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:crawler, 0, 1, 1
2725, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
2726, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
2727, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
2728, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2729, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:direwolf, 25, 1, 4
2730, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
2731, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
2732, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:equestrian, 15, 1, 1
2733, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
2734, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:faller, 0, 1, 2
2735, jungle, minecraft:bamboo_jungle, MONSTER, bypowderandsteel:gunome, 30, 3, 5
2736, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
2737, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
2738, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:jungle_creeper, 65, 2, 2
2739, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
2740, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:meature, 8, 1, 4
2741, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
2742, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:harpy, 20, 1, 2
2743, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:hornet, 40, 1, 2
2744, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:jungle_bat, 40, 1, 2
2745, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:jungle_slime, 50, 1, 3
2746, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:man_eater, 25, 1, 1
2747, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:snatcher, 25, 1, 1
2748, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:piranha, 10, 2, 3
2749, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
2750, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
2751, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:big_bones, 40, 1, 2
2752, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:short_bones, 40, 1, 2
2753, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:anger_bones, 40, 1, 2
2754, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
2755, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:cursed_skull, 15, 1, 1
2756, jungle, minecraft:bamboo_jungle, MONSTER, terra_entity:dark_caster, 20, 1, 1
2757, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
2758, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:foliaath, 55, 1, 4
2759, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:grottol, 2, 1, 1
2760, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
2761, jungle, minecraft:bamboo_jungle, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
2762, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
2763, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
2764, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2765, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2766, jungle, minecraft:bamboo_jungle, MONSTER, majruszsdifficulty:tank, 3, 1, 1
2767, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
2768, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
2769, jungle, minecraft:bamboo_jungle, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
2770, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:scorpion, 40, 1, 2
2771, jungle, minecraft:bamboo_jungle, MONSTER, bypowderandsteel:shrubhulk, 15, 1, 2
2772, jungle, minecraft:bamboo_jungle, MONSTER, bypowderandsteel:shrubsnapper, 30, 3, 4
2773, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
2774, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
2775, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
2776, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
2777, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:slaveman, 0, 1, 1
2778, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:slugger, 20, 1, 1
2779, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
2780, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2781, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
2782, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:sprinter, 25, 1, 1
2783, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:sucker, 0, 2, 3
2784, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
2785, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
2786, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
2787, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
2788, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thebidy, 0, 3, 4
2789, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thegliter, 0, 2, 4
2790, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:theheavy, 0, 1, 1
2791, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
2792, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
2793, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thehunter, 5, 2, 4
2794, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:theordure, 0, 1, 1
2795, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
2796, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:therod, 0, 1, 2
2797, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
2798, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
2799, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
2800, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thespectre, 5, 1, 2
2801, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thespitter, 0, 1, 1
2802, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
2803, jungle, minecraft:bamboo_jungle, MONSTER, undead_revamp2:thewolf, 0, 1, 2
2804, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:troll, 8, 1, 1
2805, jungle, minecraft:bamboo_jungle, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
2806, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
2807, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
2808, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2809, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
2810, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2811, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
2812, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2813, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
2814, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2815, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
2816, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
2817, jungle, minecraft:bamboo_jungle, CREATURE, tameablebeasts:crested_gecko, 15, 1, 4
2818, jungle, minecraft:bamboo_jungle, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
2819, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2820, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:komodo_dragon, 16, 1, 2
2821, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 30, 1, 3
2822, jungle, minecraft:bamboo_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
2823, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 40, 1, 2
2824, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:skewbald_chicken, 10, 2, 4
2825, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:cream_cow, 8, 2, 4
2826, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:dairy_cow, 8, 2, 4
2827, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:mottled_pig, 10, 2, 4
2828, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:sooty_pig, 10, 2, 4
2829, jungle, minecraft:bamboo_jungle, CREATURE, earthtojavamobs:freckled_rabbit, 4, 2, 4
2830, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 30, 1, 1
2831, jungle, minecraft:bamboo_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
2832, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 15, 1, 1
2833, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2834, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 1, 2, 3
2835, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2836, jungle, minecraft:bamboo_jungle, AXOLOTLS, terra_entity:dryad, 0, 1, 1
2837, jungle, minecraft:bamboo_jungle, AXOLOTLS, terra_entity:witch_doctor, 0, 1, 1
2838, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2839, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
2840, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
2841, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
2842, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:arapaima, 1, 1, 1
2843, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:piranha, 2, 1, 1
2844, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:tambaqui, 1, 1, 1
2845, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, minecraft:tropical_fish, 2, 1, 1
2846, jungle, minecraft:bamboo_jungle, rascals, friendsandfoes:rascal, 8, 1, 1
2847, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:spider, 65, 3, 4
2848, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie, 19, 4, 4
2849, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:zombie_villager, 1, 1, 1
2850, savanna, regions_unexplored:baobab_savanna, MONSTER, minecraft:skeleton, 65, 4, 4
